0001	12	   
0002	06	   
0003	04	   
0004	06	   
0005	12	   
0006	06	   
0007	04	   
0008	06	   
0009	06	   
0010	06	   
0011	12	   
0012	04	   
0013	12	   
0014	04	   
0015	06	   
0016	06	   
0017	12	   
0018	06	   
0019	04	   
0020	12	   
0021	04	   
0022	04	   
0023	06	   
0024	06	   
0025	12	   
0026	06	   
0027	12	   
0028	04	   
0029	06	   
0030	06	   
0031	12	   
0032	06	   
0033	06	   
